target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,2NDFL,elementary,,136805,0,0,1,0.8232078853,55.460273973,18.649315068,1,1,2.7232876712,51454
0,OTHER,advanced,Corporate,27026,0,1,1,1.0579301075,35.578082192,4.5826484018,0,0,9.6191780822,51455
0,2NDFL,elementary,,28463,0,0,1,1,28.04109589,10.046575342,1,1,7.9315068493,51457
0,2NDFL,elementary,,28463,0,0,1,1,28.04109589,10.046575342,1,1,7.9315068493,51458
0,OTHER,elementary,Corporate,45839,0,1,1,0.6076836918,42.41369863,15.753424658,1,1,10.868493151,51463
0,OTHER,elementary,Corporate,31287,0,1,1,0.2763664875,28.498525339,3.6876712329,1,1,1.3100007486,51467
0,OTHER,elementary,,90000,0,0,2,0.8643145161,31.495890411,1.9753424658,1,1,9.9397260274,51476
0,OTHER,elementary,,70000,0,0,0,,38.841679766,8.5382513661,0,0,1.4088030541,51478
0,OTHER,elementary,Corporate,48709,0,1,2,0.7238575269,42.953424658,2.802739726,0,0,11.142465753,51480
0,OTHER,elementary,,40000,0,0,0,0.4441980287,27.857534247,0.3310202859,0,0,5.5260273973,51488
0,OTHER,elementary,Corporate,21710,0,1,0,1362.441129,32.651732914,8.498630137,1,1,2.2712328767,51491
0,OTHER,elementary,Corporate,59452,0,1,0,0.3381272401,32.010928962,4.4644808743,0,0,9.5900965641,51495
0,OTHER,advanced,Corporate,58310,0,1,0,1.8898073477,39.253297403,3.4916535669,0,0,10.231379594,51504
0,OTHER,high,,35000,0,0,0,22.792988351,35.8,1.2657534247,1,1,10.769863014,51506
0,OTHER,elementary,Corporate,42614,0,1,1,0.41265681,26.222337001,1.9319260424,0,0,3.9863387978,51508
0,2NDFL,advanced,,,0,1,1,0.7614471326,43.523287671,4.4378995434,0,0,8.3012875215,51520
0,OTHER,high,Corporate,51284,0,1,0,1.2147849462,36.784804252,7.8114754098,0,0,10.349187813,51524
0,OTHER,elementary,,45000,0,0,1,-0.077016129,33.436552137,5.1961149787,1,1,10.02739726,51526
0,OTHER,elementary,Corporate,154364,0,1,0,7,33.077954937,1.1382289093,0,0,9.8505576765,51528
0,OTHER,elementary,Corporate,43616,0,0,,,29.008219178,1.7789954338,,,0.5397260274,51529
0,OTHER,elementary,Corporate,74454,0,1,0,0.929233871,27.712598248,1.0687626319,0,0,7.6249270155,51533
0,OTHER,elementary,Corporate,20545,0,1,,,27.290822666,0.281420765,,,1.457945954,51534
0,OTHER,advanced,Corporate,34423,0,1,,,26.814941238,0.4617486339,,,0.456284153,51536
0,OTHER,advanced,,40000,0,0,1,0.8956541219,40.724702448,7.4562092971,0,0,8.5959353245,51537
0,OTHER,advanced,,40000,0,0,1,0.8956541219,40.724702448,7.4562092971,0,0,8.5959353245,51538
0,OTHER,elementary,,100000,0,0,,,41.212643162,0.4136986301,,,11.594520548,51542
0,OTHER,elementary,,70000,0,0,0,2.6946236559,33.328871922,4.9617486339,0,0,10.159008908,51543
0,2NDFL,elementary,,50297,0,0,0,0.4384856631,44.02739726,5.0422411857,1,1,10.057534247,51548
0,OTHER,elementary,,70000,0,0,0,0.3130600358,26.939726027,1.2036454824,1,1,6.8657534247,51549
0,OTHER,high,,60000,0,0,1,0.3153001792,46.204356614,12.079234973,0,0,0.7632607231,51551
0,OTHER,advanced,,40000,3,0,1,0.5415546595,32.697507298,0.3852459016,1,1,9.6728497642,51554
0,OTHER,advanced,Corporate,18957,0,1,,,39.131117599,2.2270080096,,,3.0461860918,51562
0,OTHER,elementary,Corporate,56893,0,1,0,5,26.333123737,0.2513661202,,,1.0673703121,51565
0,2NDFL,beginner,,76322,0,0,1,1.6975582437,31.052324276,2.2358859196,1,1,10.501639344,51568
0,OTHER,elementary,Corporate,65318,0,1,1,0.8941308244,43.838797814,3.3907103825,0,0,8.4790702897,51569
0,OTHER,elementary,Corporate,166930,0,1,2,0.3700268817,30.610958904,0.1917808219,1,1,3.0849315068,51570
0,OTHER,elementary,Corporate,64091,0,1,0,10.506362007,44.78002096,3.8219178082,1,1,11.526027397,51572
0,OTHER,elementary,Corporate,64091,0,1,0,10.506362007,44.78002096,3.8219178082,1,1,11.526027397,51573
0,OTHER,elementary,,60000,0,0,1,0.8268817204,28.741342915,0.2295081967,0,0,8.3469945355,51577
0,OTHER,high,Corporate,23543,0,1,0,,34.522681338,0.5062429823,0,0,9.6596676398,51580
0,2NDFL,advanced,Corporate,25773,0,1,1,0.9261648746,34.456927914,3.4726775956,1,1,8.8980238042,51586
0,OTHER,advanced,Corporate,77099,0,0,1,-0.27296147,34.389041096,5.2013099783,1,1,12.331506849,51591
0,OTHER,advanced,Corporate,31221,0,1,0,0.7016577061,29.595763156,2.299872745,0,0,1.1656261696,51597
0,2NDFL,elementary,,33996,0,0,,,29.55890411,2.0602739726,,,8.8609401901,51599
0,OTHER,high,Corporate,35719,0,1,1,0.0803091398,26.109589041,4.8896848567,1,1,4.9525263867,51604
0,OTHER,elementary,Corporate,157227,0,1,0,,45.353035407,0.4763230781,0,0,0.3091997904,51608
0,OTHER,elementary,,66227,0,0,2,1,32.791077176,7.2876712329,1,1,11.495890411,51623
0,OTHER,elementary,,66227,0,0,2,1,32.791077176,7.2876712329,1,1,11.495890411,51625
0,OTHER,elementary,,66227,0,0,2,1,32.791077176,7.2876712329,1,1,11.495890411,51626
0,OTHER,high,Corporate,35255,0,1,0,58.40078405,27.781420765,0.4754098361,0,0,7.4473313871,51628
0,2NDFL,elementary,,39928,0,0,,,34.726027397,10.230136986,,,10.219178082,51632
0,OTHER,elementary,Corporate,51313,0,1,0,17.566689068,32.56562617,4.1530054645,0,0,1.308091923,51633
0,OTHER,elementary,Corporate,321700,0,1,0,5.0583333333,43.907103825,6.6853506999,0,0,9.194939741,51636
0,2NDFL,advanced,,86924,0,0,,,48.894498091,9.3863013699,,,3.8547945205,51637
0,OTHER,elementary,,60000,0,0,,,27.460273973,5.1865334232,,,6.9589041096,51638
0,OTHER,elementary,VIP,360434,0,1,0,0.3794578853,33.001332435,0.5614417247,1,1,9.8684931507,51659
0,2NDFL,elementary,,65325,0,0,0,8.6056003584,26.542465753,2.4383561644,1,1,6.3315068493,51660
0,2NDFL,elementary,,65877,0,0,0,1.5072804659,37.94870125,6.9322628939,0,0,9.7021259076,51661
0,OTHER,elementary,Corporate,47770,0,1,0,0.2197580645,25.083299648,1.6657534247,1,1,4.9685455498,51670
0,OTHER,elementary,Corporate,253997,0,1,1,0.0837365591,31.835616438,3.0876712329,1,1,10.660273973,51671
0,OTHER,elementary,,70000,0,0,,,34.374361853,5.1113481548,,,9.1688824014,51675
0,2NDFL,elementary,,71685,0,0,,,30.855206228,4.8278688525,,,9.7127404746,51676
0,OTHER,elementary,Corporate,59071,0,1,,,52.256830601,12.024590164,,,7.1469645932,51678
0,2NDFL,elementary,,64025,0,0,0,23.792473118,46.375342466,4.6068418295,0,0,1.3479452055,51679
0,OTHER,elementary,,44000,0,0,1,1.2145385305,49.703720338,1.3475559548,0,0,4.4407066397,51680
0,OTHER,advanced,Corporate,42587,0,1,0,0.5644265233,46.570918482,0.4918032787,0,0,1.483247249,51683
0,OTHER,elementary,,42000,0,0,,,43.934246575,5.4712328767,,,9.8273972603,51685
0,OTHER,elementary,,125000,0,0,1,0.8616935484,25.446186092,2.3941312973,0,0,5.3612545849,51686
0,OTHER,advanced,,35000,0,0,,,38.695890411,19.197260274,,,7.0630136986,51690
0,OTHER,beginner,Corporate,126270,0,1,0,0.3396953405,34.822973276,6.0339321806,0,0,3.5270828655,51691
0,OTHER,elementary,Corporate,61520,0,1,,,41.454794521,3.9397260274,,,9.701369863,51693
0,OTHER,high,Corporate,76462,0,1,,,28.653005464,4.7704918033,,,7.4685979489,51695
0,OTHER,beginner,Corporate,128833,0,1,,,30.285986975,1.4531102627,,,4.6339321806,51696
0,OTHER,elementary,Corporate,41076,0,1,1,0.4375224014,44.513661202,2.1626993038,0,0,9.4448910847,51699
0,OTHER,elementary,,62000,0,0,,,48.317808219,1.3809267161,,,2.9808219178,51710
0,OTHER,beginner,,500000,0,0,0,2.831922043,25.646575342,4.101369863,0,0,5.6109589041,51711
0,2NDFL,beginner,,,0,1,2,0.1532258065,31.896174863,8.0327868852,0,0,8.9448237143,51713
0,2NDFL,beginner,,,0,1,2,0.1532258065,31.896174863,8.0327868852,0,0,8.9448237143,51716
0,OTHER,elementary,,90000,0,0,0,0.3780241935,47.178082192,9.4494198668,1,1,2.0493150685,51728
0,OTHER,elementary,Corporate,85529,0,1,,,27.325136612,1.8076128453,,,6.7500785987,51734
0,2NDFL,elementary,,324870,0,0,0,0.3414874552,29.741140804,4.650729845,0,0,8.7356613519,51737
0,OTHER,advanced,Corporate,14645,0,1,0,,27.486338798,5.4098360656,0,0,7.0344935998,51739
0,OTHER,advanced,Corporate,47238,0,1,,,40.010958904,1.8636948873,,,4.1780821918,51745
0,OTHER,elementary,,94336,0,0,,,42.276712329,7.5534246575,,,5.7506849315,51749
0,OTHER,advanced,Corporate,20550,0,1,,,49.553694139,0.5601092896,,,0.9098585223,51753
0,OTHER,elementary,,24000,0,0,0,1.2810259857,42.180821918,3.8657534247,0,0,11.301369863,51764
0,OTHER,elementary,,30000,0,0,,,30.011063702,0.4644808743,,,6.5069541133,51765
0,OTHER,elementary,Corporate,146189,0,1,,,41.095471218,2.7945205479,,,11.953424658,51772
0,OTHER,elementary,,70000,0,0,0,5.2450492832,27.037233326,0.7440826409,0,0,7.0070963395,51785
0,2NDFL,elementary,,24400,0,0,0,14.508109319,30.903727824,2.010577139,0,0,10.73386481,51786
0,OTHER,elementary,Corporate,63771,0,1,,,25.219934127,0.543715847,,,5.1487012501,51788
0,2NDFL,beginner,,212118,0,0,0,0.5670922939,30.727442174,5.650729845,0,0,8.7575791601,51791
0,OTHER,elementary,Corporate,57603,0,1,1,0.2514784946,40.25751179,2.1643835616,0,0,10.136986301,51795
0,OTHER,elementary,VIP,544844,0,1,0,18.048835125,36.56010929,4.9731866158,0,0,11.033460588,51803
0,2NDFL,elementary,,67838,0,0,1,6.1215501792,38.191780822,3.2410958904,1,1,3.2465753425,51805
0,OTHER,elementary,Corporate,24733,0,1,,,26.283808668,0.4920278464,,,0.131147541,51808
0,OTHER,elementary,,100000,0,0,,,28.979841305,2.2647728123,,,6.4757317164,51816
0,2NDFL,beginner,,105830,0,0,2,1.0817428315,32.564383562,1.004438955,1,1,9.9095890411,51818
0,2NDFL,elementary,,172704,0,0,1,0.8886648746,37.939336777,17.476323078,1,1,12.054644809,51822
0,2NDFL,elementary,,,0,1,,,28.202739726,5.038820271,,,0.7601317464,51825
0,OTHER,advanced,Corporate,45000,0,0,,,25.885193503,5.7564263792,,,5.6495770642,51827
0,2NDFL,elementary,,45118,0,0,0,57.629749104,38.915068493,0.4673478554,,,12.940025451,51828
0,2NDFL,elementary,,42804,0,0,1,0.4777105735,33.955041545,0.8207949697,0,0,9.2947675724,51830
0,OTHER,elementary,Corporate,163197,0,1,0,2.207078853,28.954891833,2.8630136986,1,1,8.8838535819,51831
0,OTHER,advanced,Corporate,28130,0,1,,,28.966352272,0.3882700801,,,0.043715847,51835
0,OTHER,advanced,Corporate,26373,0,1,1,0.9246639785,43.975342466,0.5340444644,1,1,10.405479452,51839
0,OTHER,advanced,Corporate,26373,0,1,1,0.9246639785,43.975342466,0.5340444644,1,1,10.405479452,51841
0,OTHER,advanced,Corporate,26373,0,1,1,0.9246639785,43.975342466,0.5340444644,1,1,10.405479452,51843
0,OTHER,elementary,Corporate,102845,0,1,,,32.564383562,2.3616438356,,,12.298630137,51844
0,OTHER,elementary,Corporate,72595,0,1,2,0.6385080645,26.705868703,2.6099782918,0,0,6.536005689,51848
0,OTHER,elementary,Corporate,72595,0,1,2,0.6385080645,26.705868703,2.6099782918,0,0,6.536005689,51849
0,OTHER,elementary,,40000,0,0,0,,28.218579235,3.0637547721,0,1,6.2226588817,51852
0,OTHER,elementary,Corporate,82121,0,1,1,0.8935035842,32.69524665,0.6269406393,1,1,11.364383562,51853
0,OTHER,elementary,Corporate,95000,0,1,2,0.5707437276,38.871232877,8.0301369863,0,0,2.3479452055,51858
0,OTHER,elementary,Corporate,95000,0,1,2,0.5707437276,38.871232877,8.0301369863,0,0,2.3479452055,51859
0,2NDFL,high,,15501,0,0,1,0.5387768817,34.347338873,4.6267909275,1,1,12.643229284,51864
0,OTHER,advanced,Corporate,28529,0,1,,,50.450931956,0.5714799012,,,3.0399730519,51866
0,OTHER,high,Corporate,34802,0,1,0,10.282146057,27.857923497,1.5812411109,0,0,7.1675424807,51867
0,OTHER,elementary,Corporate,47860,0,1,0,26.668503584,26.030136986,0.8537914515,1,1,5.5835616438,51880
0,2NDFL,elementary,Corporate,48923,0,1,0,26.797849462,31.994520548,10.008219178,1,1,7.2520547945,51883
0,OTHER,elementary,,200000,0,0,,,29.173703121,2.101369863,,,6.2054794521,51885
0,OTHER,advanced,Corporate,397050,0,0,,,32.279452055,1.2925293809,,,3.3260273973,51892
0,OTHER,elementary,,80000,0,0,0,0.8606854839,35.550684932,1.131566734,0,0,9.3890410959,51893
0,OTHER,elementary,,57000,0,0,,,35.849315068,0.304109589,,,0.5397260274,51896
0,OTHER,advanced,,16000,0,0,0,12.080421147,41.069391422,1.3378845722,0,0,3.674863388,51897
0,OTHER,elementary,Corporate,45000,0,0,1,0.6615815412,27.156269182,1.8001047983,0,0,7.0083239763,51898
0,2NDFL,elementary,,34665,0,0,,,26.382236694,1.5356613519,,,6.149359982,51900
0,OTHER,elementary,,50000,0,0,0,5.5041890681,26.624657534,0.6189460289,2,2,6.5890410959,51903
0,OTHER,elementary,,50000,0,0,1,1,29.028782094,0.2246575342,1,1,8.4273972603,51908
0,OTHER,elementary,Corporate,68565,0,1,0,,29.121678269,1.9534246575,2,2,8.788344936,51917
0,OTHER,advanced,,50000,0,0,2,0.7927867384,42.087671233,3.9479452055,0,0,8.669967812,51918
0,OTHER,advanced,,50000,0,0,2,0.7927867384,42.087671233,3.9479452055,0,0,8.669967812,51919
0,OTHER,advanced,Corporate,31913,0,1,1,0.9548387097,45.087716146,3.6712328767,0,0,0.0630136986,51922
0,OTHER,elementary,Corporate,82792,0,1,0,0.3805107527,37.081810016,0.4187963171,0,0,10.862631934,51934
0,OTHER,high,Corporate,52838,0,1,,,25.210958904,0.4867579909,,,5.2082191781,51945
0,OTHER,elementary,Corporate,17934,0,1,,,34.309589041,0.2246575342,,,12.629156374,51946
0,2NDFL,elementary,,62205,0,0,,,31.739726027,7.2520547945,,,11.682191781,51948
0,2NDFL,advanced,,,0,1,1,0.7972446237,52.360655738,5.0167078374,0,0,7.3482146867,51953
0,OTHER,beginner,,115000,0,0,0,1.2504928315,43.64109589,3.5479452055,1,1,14.879452055,51959
0,OTHER,elementary,Corporate,47491,0,0,,,29.73481548,1.4315367917,,,9.4533947152,51962
0,OTHER,elementary,,200000,0,0,0,0.6012992832,53.621917808,10.460273973,1,1,7.9616438356,51965
0,2NDFL,elementary,,226141,0,0,,,45.8318961,7.6092896175,,,0.736005689,51969
0,OTHER,elementary,Corporate,148816,0,1,0,0.4339157706,31.575754173,3.1291788308,1,1,9.9894528034,51977
0,2NDFL,elementary,,48546,0,0,0,,32.432876712,2.0328767123,0,0,10.931506849,51981
0,2NDFL,elementary,,45257,0,0,1,0.6342517921,30.200583876,2.5786660678,0,0,7.6526386706,51984
0,2NDFL,elementary,Corporate,43387,0,1,1,0.7316532258,57.000583876,33.701953739,0,0,11.918032787,51992
0,OTHER,advanced,Corporate,26195,0,1,0,,30.148356913,0.4726775956,0,0,1.9483569129,51994
0,OTHER,elementary,,40000,0,0,0,11.21906362,30.197260274,4.0630136986,1,2,8.8511864661,51999
0,2NDFL,elementary,,243047,0,0,,,48.193989071,8.6803278689,,,3.0801931282,52000
0,OTHER,elementary,Corporate,57735,0,1,0,1.1233422939,28.933153679,2.5342465753,1,2,8.4876712329,52002
0,OTHER,elementary,Corporate,57735,0,1,0,1.1233422939,28.933153679,2.5342465753,1,2,8.4876712329,52003
0,OTHER,elementary,,30000,0,0,0,9.502531362,38.00589116,1.7647952691,0,0,12.243169399,52005
0,OTHER,beginner,,56000,0,0,1,0.3732078853,41.356164384,4.8776180852,0,0,9.9753424658,52009
0,2NDFL,elementary,,,0,0,1,0.5312051971,46.421917808,10.180821918,1,1,1.3075903885,52016
0,2NDFL,elementary,,,0,0,1,0.5312051971,46.421917808,10.180821918,1,1,1.3075903885,52017
0,OTHER,elementary,,50000,0,0,,,49.225189011,0.6705442024,,,2.9643835616,52023
0,OTHER,advanced,,55000,0,0,2,0.5388664875,41.455064002,8.4043715847,1,1,5.071502358,52025
0,2NDFL,elementary,,,0,0,0,-0.493637993,25.523429897,1.6684931507,1,1,5.4168725204,52031
0,OTHER,elementary,Corporate,100229,0,1,,,57.617905532,10.142495696,,,12.591780822,52033
0,OTHER,advanced,Corporate,18000,0,1,1,0.508266129,33.35757916,3.9863387978,0,0,9.1959353245,52039
0,OTHER,elementary,,50000,0,0,1,1.2108422939,45.300980612,7.9289617486,1,1,0.0218579235,52043
0,OTHER,elementary,VIP,489810,0,0,1,0.1805331541,53.431035257,14.652953065,0,0,7.7513661202,52059
0,2NDFL,elementary,,50829,0,0,1,0.9559811828,53.330893031,18.067879332,0,0,7.8087431694,52067
0,OTHER,elementary,,200000,0,0,0,,44.62035332,1.2164383562,0,0,10.024657534,52069
0,OTHER,elementary,Corporate,24923,0,1,0,8.3467293907,53.55890411,0.531312224,1,1,8.4246575342,52070
0,OTHER,elementary,Corporate,46057,0,1,2,0.7346774194,32.837323153,7.3643835616,1,1,1.7945205479,52077
0,2NDFL,advanced,,19931,0,0,2,0.884968638,41.266823864,1.1133992065,0,0,9.1106594805,52085
0,OTHER,elementary,,75000,0,0,1,0.8642697133,49.621536043,0.7256456322,0,0,4.5722209746,52086
0,OTHER,advanced,,20000,0,0,0,8.5632840502,31.948087432,10.973673179,,,1.7901115353,52088
0,2NDFL,advanced,,36828,0,0,0,54.305958781,29.951755371,6.45586496,1,1,8.8449060558,52089
0,OTHER,elementary,,40000,0,0,1,1.0828405018,48.513661202,3.5623998802,0,0,3.2829478254,52091
0,OTHER,elementary,,45000,0,0,0,0.4075716846,32.932113182,2.701369863,0,0,10.482191781,52097
0,2NDFL,elementary,,26049,0,0,1,0.7578181004,37.03062355,6.7123287671,0,0,6.6438356164,52106
0,OTHER,advanced,Corporate,44183,0,1,3,0.3839829749,38.57260274,1.1347106819,0,0,12.929792649,52114
0,OTHER,advanced,Corporate,44183,0,1,3,0.3839829749,38.57260274,1.1347106819,0,0,12.929792649,52115
0,2NDFL,advanced,,20394,1,0,1,1.3779121864,42.638356164,4.6189460289,1,1,9.5561643836,52142
0,2NDFL,elementary,,30582,0,0,0,,44.672842279,4.2486338798,0,0,14.198869676,52151
0,OTHER,elementary,Corporate,159683,0,0,1,-0.276052867,29.264151508,0.7395613444,1,2,3.8794520548,52153
0,OTHER,elementary,Corporate,41403,0,1,1,1.0801075269,29.241851935,2.3103450857,0,0,5.641851935,52154
0,OTHER,high,,26000,0,0,0,5.1461469534,32.204918033,0.3579234973,0,0,10.943221798,52158
0,OTHER,high,,104425,0,0,1,0.7289874552,26.164383562,2.9232876712,1,1,1.1870499289,52167
0,OTHER,advanced,Corporate,34238,0,1,0,12,46.212029344,0.4890710383,0,0,1.0860019463,52169
0,2NDFL,beginner,,73247,0,0,1,0.6971102151,31.131506849,9.9095890411,1,1,11.098630137,52173
0,2NDFL,elementary,,18270,0,0,,,36.910981361,4.8973201587,,,12.443768246,52174
0,OTHER,elementary,Corporate,36734,0,1,0,7.1484767025,43.827868852,0.4978591212,0,0,5.1964892582,52180
0,OTHER,elementary,Corporate,93507,0,1,1,0.4450492832,49.991780822,8.8942735235,0,0,4.9817052175,52183
0,2NDFL,elementary,Corporate,78192,0,1,,,27.843835616,0.3260273973,,,7.8082191781,52189
0,OTHER,elementary,,72000,0,0,,,31.460273973,0.416131447,,,8.7112134142,52190
0,OTHER,advanced,Corporate,29305,0,1,1,0.7576388889,32.270776256,2.597260274,0,0,0.2325248896,52193
0,2NDFL,elementary,,34060,0,0,1,1.734968638,48.068493151,5.6794520548,2,2,2.8794520548,52196
0,OTHER,advanced,Corporate,19311,0,1,0,0.3730510753,54.04109589,0.5084811737,0,0,7.7780821918,52204
0,OTHER,advanced,,80000,0,0,1,-0.46937724,41.023437383,3.1643835616,1,1,6.5205479452,52209
0,OTHER,advanced,,50000,0,0,,,37.052968037,3.5863013699,,,6.1643835616,52212
0,OTHER,advanced,Corporate,13802,0,1,0,21.144735663,49.468934801,0.5753424658,1,1,4.4191780822,52214
0,OTHER,advanced,,92000,0,0,0,25.666957885,36.825713002,3.075028071,0,0,3.075028071,52217
0,OTHER,elementary,Corporate,13826,0,1,3,0.3039426523,41.35890411,11.961643836,0,0,9.2109589041,52224
0,OTHER,elementary,Corporate,109565,0,1,,,34.453469571,14.568538064,,,8.4453551913,52235
0,2NDFL,advanced,,27761,0,0,1,1.2497535842,34.156164384,10.265753425,1,1,10.493150685,52236
0,OTHER,elementary,,37000,0,0,1,2.2400985663,28.579234973,2.1017815705,0,0,8.3715846995,52237
0,OTHER,elementary,,110450,0,0,2,0.3724014337,52.325705517,1.1235197245,0,1,7.0082191781,52253
0,OTHER,elementary,Corporate,38870,0,1,1,0.7031362007,40.336986301,0.5669062056,2,2,12.821004566,52257
0,OTHER,elementary,,142767,0,0,,,28.953424658,1.4867579909,,,8.5315068493,52262
0,OTHER,elementary,,60000,0,0,0,,30.04109589,1.9534246575,0,0,9.2520547945,52265
0,OTHER,beginner,Corporate,158254,0,1,0,27.662791219,35.83861816,1.6112208998,0,0,10.39752227,52270
0,2NDFL,elementary,,18029,0,0,0,59.281832437,45.665753425,1.5342465753,1,1,0.5722958305,52272
0,OTHER,advanced,Corporate,33357,0,1,0,,41.131768845,0.5846994536,0,0,0.9564263792,52277
0,OTHER,elementary,Corporate,40594,0,1,0,59.696953405,28.208219178,1.8054794521,1,1,8.0356164384,52282
0,2NDFL,elementary,,94053,0,0,,,30.498630137,7.4356164384,,,8.6896698855,52291
0,OTHER,advanced,Corporate,23178,0,1,,,28.505464481,0.2786885246,,,6.0635975747,52293
0,2NDFL,elementary,,39132,0,0,,,29.876712329,2.1835616438,,,9.6931506849,52294
0,OTHER,advanced,Corporate,38794,0,1,0,,37.714851411,1.0490979864,0,0,10.287454151,52296
0,2NDFL,advanced,,46974,0,0,,,49.240115278,0.3551912568,,,3.3250467849,52299
0,OTHER,elementary,Corporate,38106,0,1,0,7.0496863799,44.774728647,0.3089752227,0,0,8.6267834419,52303
0,OTHER,elementary,,30000,0,0,1,0.8291218638,35.855191257,5.7485290815,0,0,8.9786660678,52306
0,OTHER,elementary,,30000,0,0,1,0.8291218638,35.855191257,5.7485290815,0,0,8.9786660678,52307
0,OTHER,elementary,,170000,0,0,2,0.895452509,49.658118123,0.7021857923,0,0,4.5792349727,52313
0,2NDFL,elementary,,13973,0,0,0,4.2772177419,42.133116251,4.043715847,0,0,4.9002395389,52321
0,OTHER,elementary,VIP,140217,0,1,,,39.278471442,4.150273224,,,10.705868703,52327
0,OTHER,advanced,Corporate,45000,0,1,,,36.705973501,1.9917808219,,,5.0611647578,52334
0,OTHER,elementary,Corporate,53178,0,1,2,0.661827957,41.41154278,9.7868852459,0,0,0.3743169399,52335
0,2NDFL,beginner,,125509,0,0,0,1.0849462366,42.693150685,5.6246575342,2,2,10.923287671,52346
0,OTHER,elementary,,80000,0,0,1,0.7952060932,48.815465229,9.9643835616,1,1,3.8054794521,52354
0,OTHER,elementary,Corporate,30884,0,1,,,35.068493151,13.222366944,,,9.9835616438,52357
0,2NDFL,advanced,,,0,1,1,0.5318100358,29.632876712,0.2628639868,0,0,9.2465753425,52361
0,OTHER,elementary,,45000,0,0,,,36.369795643,12.626626244,,,11.183561644,52364
0,OTHER,elementary,,104000,0,0,,,31.890410959,0.9408338948,,,11.531506849,52367
0,2NDFL,elementary,,72242,0,0,1,0.6284498208,29.00526237,1.413481548,0,0,8.9504678494,52369
0,2NDFL,elementary,,87000,0,0,,,53.761426753,5.7504678494,,,8.3258103151,52374
0,OTHER,advanced,Corporate,28962,0,1,1,0.4691532258,38.5370911,8.893442623,0,0,9.2959952092,52385
0,OTHER,advanced,Corporate,28962,0,1,1,0.4691532258,38.5370911,8.893442623,0,0,9.2959952092,52386
0,OTHER,elementary,,25700,0,0,0,0.6009632616,41.603637997,0.587431694,1,1,9.5022681338,52389
0,OTHER,elementary,Corporate,108788,0,1,1,0.4686603943,28.128415301,3.2859869751,1,1,8.0683060109,52390
0,2NDFL,advanced,,14970,0,0,2,1.0510080645,51.718549293,6.1130698406,1,1,2.2993712104,52393
0,2NDFL,beginner,,21750,0,0,,,35.584459915,2.1625421064,,,9.5762407366,52397
0,2NDFL,elementary,,45093,0,0,1,0.8330197133,35.909836066,1.5829478254,,,10.717194401,52400
0,OTHER,elementary,Corporate,401829,0,1,0,13.278875448,41.297207875,5.0157871098,1,2,6.3753424658,52403
0,OTHER,elementary,,35000,0,0,0,0.6657482079,39.956164384,2.0684931507,0,0,3.602739726,52408
0,OTHER,high,Corporate,41742,0,1,,,26.64109589,3.7123287671,,,6.4356164384,52409
0,2NDFL,advanced,,31352,0,0,0,34.209094982,30.197260274,9.6904109589,0,0,9.0658582229,52416
0,2NDFL,elementary,,43500,0,0,,,37.569863014,2.802739726,,,8.9819297852,52418
0,2NDFL,advanced,,44824,0,0,0,1361.8631272,41.110622053,0.8838460963,1,1,11.063013699,52422
0,2NDFL,elementary,VIP,104967,0,0,,,56.740856352,5.4821917808,,,11.668493151,52424
0,OTHER,elementary,,34800,0,0,0,0.3040322581,31.220787484,4.3224043716,0,0,3.9043715847,52434
0,OTHER,advanced,Corporate,18219,0,1,1,2.0783378136,37.923287671,8.4788307508,0,0,11.18630137,52435
0,OTHER,elementary,,60000,0,0,0,0.7590053763,50.567228086,8.3661202186,0,0,5.4494198668,52438
0,OTHER,elementary,Corporate,53026,0,1,,,27.096788682,0.5081967213,,,7.0830900517,52444
0,OTHER,advanced,,17000,0,0,,,51.857923497,22.999019388,,,6.6181974699,52455
0,OTHER,elementary,,100000,0,0,3,0.3794578853,32.238356164,9.9643835616,1,1,3.3890410959,52456
0,OTHER,elementary,,100000,0,0,3,0.3794578853,32.238356164,9.9643835616,1,1,3.3890410959,52457
0,2NDFL,advanced,,15366,0,0,,,49.471232877,27.665753425,,,4.3643835616,52468
0,OTHER,elementary,Corporate,106308,0,1,0,0.4395609319,39.135661352,9.1548394341,0,0,10.023332585,52470
0,OTHER,elementary,Corporate,60000,0,1,1,0.3087365591,40.560850363,4.60456621,0,0,4.5963694887,52471
0,OTHER,high,Corporate,75795,0,1,0,0.3771729391,29.023534696,4.3142076503,0,0,7.4590163934,52481
0,OTHER,elementary,,96000,0,0,1,1,28.391780822,2.2657534247,1,1,0.843386481,52482
0,OTHER,advanced,Corporate,43354,0,1,,,50.223534696,0.8290141478,,,5.1331237368,52483
0,OTHER,elementary,,180000,0,0,3,1,44.607889812,18.076712329,1,1,14.967123288,52494
0,OTHER,elementary,,870000,0,0,,,52.35890411,14.624657534,,,6.9369863014,52495
0,2NDFL,elementary,,15162,0,0,0,13.915591398,35.499685605,8.412568306,0,0,10.803795194,52497
0,OTHER,elementary,,180000,0,0,2,0.6323028674,42.24109589,4.6189460289,1,1,9.0998203458,52500
0,OTHER,elementary,,40890,0,0,0,6.8224238351,57.252054795,10.306849315,0,0,11.032876712,52501
