target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,Corporate,69383,0,1,1,0.5997087814,49.797634553,0.5081967213,0,0,4.7650273224,2422
0,2NDFL,elementary,,52113,0,0,1,0.3795250896,32.911161015,1.9193801931,1,1,0.1693989071,2428
0,2NDFL,high,,35121,0,0,1,0.6683019713,25.202305562,1.122853507,0,0,4.9420315892,2433
0,OTHER,advanced,,50000,0,0,1,0.9273297491,46.602305562,25.911894603,0,0,1.5091548769,2435
0,OTHER,elementary,,65000,0,0,0,1.36859319,37.858410061,0.193989071,0,0,8.9351223894,2437
0,OTHER,elementary,Corporate,45855,0,1,,,32.315068493,8.4575342466,,,5.2719739501,2446
0,OTHER,elementary,Corporate,19564,0,1,1,0.4353942652,46.073530953,2.2954487611,0,0,0.977640542,2455
0,2NDFL,beginner,,61194,0,0,1,0.503046595,28.938558275,1.9166404671,2,2,8.5248596452,2457
0,OTHER,elementary,,200000,0,0,0,1.3718413978,38.41731417,4.4316939891,0,0,0.0573770492,2459
0,OTHER,elementary,Corporate,49384,0,1,,,25.685365671,1.4777153979,,,5.6689722285,2462
0,OTHER,advanced,Corporate,45072,0,1,,,41.759278389,3.1976345535,,,10.592155101,2465
0,OTHER,elementary,Corporate,79857,0,1,0,1.3705421147,25.830855603,1.5733213564,1,1,5.2829103975,2479
0,2NDFL,elementary,,39338,0,0,,,34.12352721,0.087431694,,,3.3646231005,2480
0,2NDFL,elementary,,52791,0,0,0,2.634968638,31.956164384,2.4301369863,2,2,8.8591960476,2482
0,OTHER,elementary,Corporate,117836,0,1,1,1.241733871,42.209416873,8.0355191257,0,0,10.075170297,2483
0,OTHER,advanced,Corporate,37326,0,1,,,41.200726102,12.650273224,,,11.860655738,2487
0,OTHER,elementary,,60000,0,0,1,2.2085349462,37.085013848,2.3096713826,0,0,11.797342615,2488
0,OTHER,elementary,,67000,0,0,0,0.9822580645,48.730354068,1.271337675,0,0,3.5506849315,2490
0,OTHER,elementary,Corporate,86045,0,1,0,0.4073252688,32.620914739,5.6674900816,0,0,0.9140654241,2498
0,OTHER,elementary,Corporate,41337,0,1,0,18.27468638,52.456284153,3.551717943,0,0,7.2969234224,2500
0,OTHER,advanced,,35000,0,0,,,46.704109589,22.353424658,,,1.5929560596,2505
0,OTHER,advanced,,40000,0,0,0,3.8861783154,43.095890411,4.60672206,0,0,5.5232876712,2506
0,OTHER,elementary,Corporate,85423,0,1,1,0.2450268817,33.605479452,5.3945205479,0,0,7.1534246575,2518
0,OTHER,elementary,Corporate,85423,0,1,1,0.2450268817,33.605479452,5.3945205479,0,0,7.1534246575,2519
0,OTHER,elementary,Corporate,27031,0,1,2,0.2783602151,38.936986301,4.3555056516,0,0,9.0003143948,2523
0,OTHER,elementary,Corporate,27031,0,1,2,0.2783602151,38.936986301,4.3555056516,0,0,9.0003143948,2524
0,OTHER,elementary,,250000,0,0,1,0.8626120072,44.005464481,5.6576165881,0,0,8.956284153,2531
0,OTHER,high,,50000,0,0,0,5.0481630824,32.877910023,5.0669511191,0,0,10.557362078,2539
0,OTHER,advanced,Corporate,30322,0,1,,,29.513204581,0.4781420765,,,2.494026499,2540
0,OTHER,advanced,Corporate,29609,0,1,0,,25.173635751,1.3270604087,0,0,5.0366494498,2547
0,OTHER,advanced,,40000,0,0,1,0.8267249104,51.361643836,21.884931507,0,0,6.2876712329,2550
0,2NDFL,advanced,,39978,0,0,0,0.5303539427,35.220211094,0.368852459,0,0,8.8887042443,2551
0,2NDFL,elementary,,26903,0,0,0,6.2781362007,34.340287447,1.5485066247,0,0,13.800561419,2552
0,OTHER,advanced,Corporate,62338,0,1,1,-0.13938172,31.263013699,3.8575342466,1,1,9.3106295381,2557
0,OTHER,advanced,Corporate,62894,0,1,,,36.73126731,4.4052399132,,,8.4764727899,2560
0,OTHER,elementary,Corporate,99222,0,1,1,1,31.167123288,3.0520547945,0,0,9.9095890411,2567
0,2NDFL,elementary,,41673,0,0,0,10.308602151,34.075005614,12.538251366,0,0,9.5434987649,2572
0,OTHER,elementary,,460000,0,0,,,52.830136986,0.4931506849,,,7.7917808219,2578
0,OTHER,elementary,Corporate,138008,0,1,0,0.2782930108,28.112328767,0.4076877012,0,0,7.9534246575,2588
0,2NDFL,elementary,,44432,0,0,2,0.4963485663,30.851613145,1.4707912269,0,0,9.180380268,2597
0,OTHER,elementary,,14000,0,0,1,0.6325044803,27.31680515,0.6181750131,0,0,3.2894078898,2598
0,OTHER,elementary,Corporate,97956,0,1,1,1.1456765233,29.213960626,0.5227037952,0,0,8.1479452055,2603
0,OTHER,elementary,Corporate,14864,0,1,0,1.2415994624,54.830136986,4.304109589,1,1,9.797260274,2608
0,OTHER,elementary,Corporate,213717,0,1,3,0.5298835125,43.499505951,0.6557377049,0,0,9.2501908826,2612
0,2NDFL,high,,22874,0,0,,,25.187334381,1.3188412306,,,4.2021857923,2619
0,OTHER,elementary,Corporate,108498,0,1,0,24.926120072,33.109147391,1.8680515009,0,0,8.1284153005,2636
0,OTHER,advanced,Corporate,26033,0,1,1,0.9844758065,34.586376226,3.8356912943,1,1,10.1836365,2641
0,2NDFL,advanced,,45343,0,0,0,18.984699821,51.961748634,2.4510517254,0,0,6.9277640542,2645
0,OTHER,advanced,,50000,0,0,,,56.238356164,4.9900591362,,,7.6,2654
0,OTHER,elementary,Corporate,119770,0,0,0,2.5731854839,25.613054869,1.0294932255,0,0,4.3336028146,2659
0,OTHER,advanced,Corporate,22273,0,1,,,46.142465753,1.0238715473,,,1.0730518751,2665
0,OTHER,advanced,Corporate,28594,0,1,0,11.504435484,36.166666667,3.6284153005,0,0,10.212890186,2687
0,2NDFL,high,,32777,0,0,0,0.9568996416,28.189041096,2.0136986301,0,0,5.3178082192,2694
0,2NDFL,beginner,,,0,1,,,27.473972603,1.6191780822,,,1.4356164384,2699
0,OTHER,elementary,,152121,0,1,,,33.70785987,0.8301369863,,,10.693150685,2703
0,2NDFL,elementary,,139569,0,0,,,52.287671233,16.898630137,,,3.9260273973,2706
0,OTHER,elementary,Corporate,50000,0,1,1,0.7907706093,25.975896399,0.3825136612,0,0,5.827951194,2708
0,OTHER,elementary,,80000,0,0,0,9.147983871,48.88256606,7.0305112658,0,0,3.8085934576,2712
0,OTHER,elementary,,47000,0,0,0,6.8628360215,37.830136986,5.9726027397,1,1,11.35890411,2713
0,2NDFL,elementary,,29079,0,0,1,0.4036514337,29.992170073,8.3606557377,0,0,7.5373755521,2727
0,OTHER,elementary,Corporate,29660,0,1,,,26.349876488,0.4950819672,,,4.9608353919,2731
0,2NDFL,elementary,,48080,0,0,0,19.403785842,37.901369863,1.5369863014,1,1,1.1292611722,2733
0,2NDFL,elementary,,15057,0,0,,,27.901369863,0.5393218055,,,7.8191780822,2736
0,2NDFL,advanced,,22061,0,0,0,0.9596550179,36.289617486,1.1567258028,0,0,0.2759562842,2739
0,OTHER,elementary,Corporate,78885,0,1,0,0.9903225806,31.82739726,0.8319634703,1,1,10.671232877,2743
0,OTHER,advanced,Corporate,11733,0,1,0,,36.538251366,6.3644659031,0,0,8.7049180328,2745
0,OTHER,advanced,,18938,0,1,,,26.634807995,1.2430271727,,,1.1882326521,2762
0,OTHER,elementary,Corporate,146463,0,1,0,29.952240143,55.033595329,2.5760610824,,,8.0710382514,2766
0,2NDFL,elementary,,61197,0,0,1,-0.392853943,25.220173666,5.9890410959,1,1,5.1545998952,2768
0,OTHER,advanced,Corporate,17994,0,1,,,26.668493151,6.197260274,,,6.2712328767,2771
0,OTHER,advanced,Corporate,35000,0,1,1,0.5028673835,50.921266562,3.9890710383,0,0,5.5815405345,2776
0,OTHER,advanced,Corporate,56885,0,1,0,0.9253808244,36.680836889,0.779467026,0,0,8.3196721311,2782
0,OTHER,beginner,Corporate,87964,0,1,,,27.77260274,2.5095890411,,,6.7863013699,2786
0,OTHER,elementary,Corporate,57682,0,1,1,0.4050851254,26.627786511,2.1099782918,0,0,6.5921700726,2788
0,2NDFL,elementary,,21541,0,0,0,-0.588037634,47.657534247,0.7779699079,1,1,2.5698630137,2789
0,OTHER,elementary,,30450,0,0,,,29.926027397,2.0520547945,,,8.4904109589,2791
0,OTHER,elementary,Corporate,29502,0,1,0,3.7351478495,25.944965941,0.4052399132,0,0,5.8107193652,2792
0,OTHER,elementary,,150000,0,0,0,0.8215949821,43.334246575,6.9616438356,1,2,10.778082192,2802
0,OTHER,elementary,,89000,0,0,2,0.6315860215,32.913331836,0.3942061532,0,0,10.684931507,2809
0,OTHER,elementary,Corporate,23264,0,1,,,32.193989071,1.3240062879,,,4.2213114754,2813
0,2NDFL,elementary,,29974,0,0,,,42.695643386,7.2568306011,,,6.5038625646,2817
0,OTHER,elementary,Corporate,20557,0,1,0,0.7903225806,27.590163934,0.3396661427,1,1,7.5601092896,2818
0,2NDFL,high,,66901,0,0,0,0.2131048387,35.841530055,7.912568306,0,0,13.491608653,2827
0,OTHER,elementary,Corporate,36144,0,1,,,33.780821918,3.2684931507,,,13.476891983,2828
0,OTHER,advanced,Corporate,65838,0,1,1,0.5710573477,27.56557377,6.1655887417,0,0,7.1409312074,2832
0,OTHER,advanced,,60000,0,0,1,0.9570340502,46.920547945,2.2136986301,0,0,1.7369863014,2843
0,2NDFL,advanced,,27857,0,0,0,5.7946908602,43.301931282,0.4808743169,0,0,6.4991915563,2846
0,OTHER,elementary,Corporate,83327,0,1,1,0.3720430108,35.046575342,12.279452055,0,0,1.6767123288,2851
0,OTHER,elementary,Corporate,83327,0,1,1,0.3720430108,35.046575342,12.279452055,0,0,1.6767123288,2853
0,OTHER,elementary,,150000,0,0,1,0.5654569892,45.638356164,5.4768919829,2,4,0.4849315068,2856
0,OTHER,advanced,Corporate,33556,0,1,0,,29.915068493,1.8657534247,0,0,3.4904109589,2858
0,OTHER,elementary,,70000,0,0,1,0.9944668459,35.709589041,3.9671232877,0,0,7.3452054795,2859
0,OTHER,elementary,Corporate,150000,0,1,1,0.6315412186,35.945205479,7.2,0,0,11.095890411,2864
0,OTHER,elementary,,27000,0,0,0,1.2160394265,45.85034808,24.62295082,0,0,0.8476083539,2867
0,OTHER,elementary,,27000,0,0,0,1.2160394265,45.85034808,24.62295082,0,0,0.8476083539,2868
0,OTHER,high,Corporate,59784,0,1,,,25.430324126,1.2417995359,,,5.4221274047,2877
0,OTHER,advanced,Corporate,23866,0,1,1,0.793234767,32.63810914,4.7613968111,0,0,9.446328318,2881
0,OTHER,advanced,,300000,0,0,,,43.931506849,0.6787633805,,,8.8782169324,2882
0,OTHER,elementary,,68000,0,0,1,0.7314964158,35.330601093,5.544958455,0,0,4.8189310577,2886
0,OTHER,elementary,,68000,0,0,1,0.7314964158,35.330601093,5.544958455,0,0,4.8189310577,2887
0,OTHER,advanced,,25000,0,0,0,2.7333333333,41.7827532,4.774534022,0,0,9.9252189535,2888
0,2NDFL,elementary,,111031,0,0,0,,32.957369564,9.8806572348,,,9.5765476458,2903
0,OTHER,elementary,,35000,0,0,0,56.184587814,28.112328767,5.3808219178,0,0,5.7452054795,2907
0,2NDFL,advanced,,23121,0,0,0,,45.886660678,9.0099483494,0,0,0.7825510892,2914
0,2NDFL,elementary,,21729,0,0,0,,45.263013699,2.2547945205,0,0,0.0957930983,2917
0,OTHER,elementary,Corporate,221413,0,1,0,0.7639560932,28.459016393,5.3763754772,0,0,5.3133617786,2920
0,OTHER,elementary,Corporate,60633,0,1,1,1.1874551971,38.082191781,4.631731417,0,0,4.6973051875,2923
0,OTHER,elementary,Corporate,60633,0,1,1,1.1874551971,38.082191781,4.631731417,0,0,4.6973051875,2924
0,OTHER,elementary,,40000,0,0,1,0.569937276,31.449315068,8.6127853881,0,0,11.145205479,2925
0,OTHER,elementary,,50000,0,0,3,1.1122087814,35.797260274,4.9948499139,0,0,12.440205105,2927
0,OTHER,elementary,Corporate,43631,0,1,1,0.4754704301,33.203772737,1.7654165731,0,0,6.0750056142,2930
0,OTHER,elementary,Corporate,69288,0,1,0,0.4778001792,26.526027397,1.1434388802,1,1,6.4136986301,2942
0,OTHER,elementary,Corporate,67985,0,1,0,0.2863799283,34.49144397,11.461306984,0,0,10.565416573,2948
0,OTHER,elementary,Corporate,91023,0,1,0,0.3418010753,33.217156973,2.4911295756,1,1,10.891129576,2955
0,OTHER,elementary,Corporate,39244,0,1,1,0.7339157706,28.210382514,4.7471367617,0,0,4.0081967213,2961
0,OTHER,elementary,,49000,0,0,0,0.638328853,30.735129875,7.9781420765,0,0,9.7899243955,2964
0,OTHER,elementary,Corporate,86125,0,1,0,0.6324820789,30.528767123,1.9178082192,1,1,9.6109589041,2967
0,OTHER,advanced,,40000,0,0,,,32.197260274,2.5424657534,,,7.498630137,2969
0,2NDFL,elementary,,38779,0,0,,,50.646575342,1.1401077925,,,5.6438356164,2975
0,OTHER,advanced,,22000,0,0,1,0.3701612903,55.167123288,1.3643835616,0,0,9.3287671233,2977
0,OTHER,advanced,,22000,0,0,1,0.3701612903,55.167123288,1.3643835616,0,0,9.3287671233,2978
0,OTHER,elementary,,320000,0,0,0,,28.841530055,4.7923497268,0,0,8.5765027322,2980
0,OTHER,advanced,Corporate,18463,0,1,0,0.9822580645,32.092896175,1.2825660603,0,0,10.726401677,2986
0,OTHER,elementary,Corporate,79889,0,1,0,17.183534946,31.153424658,3.8739726027,1,1,10.380821918,2992
0,2NDFL,advanced,,17159,0,0,3,0.3708781362,40.927599371,15.012530878,1,1,10.483763755,3008
0,2NDFL,advanced,,17159,0,0,3,0.3708781362,40.927599371,15.012530878,1,1,10.483763755,3009
0,OTHER,elementary,,170000,0,0,0,0.5003136201,37.400179654,1.2171195449,1,1,10.797260274,3010
0,OTHER,elementary,Corporate,28802,0,1,0,0.5749327957,25.30387005,1.0435960776,0,0,4.9203084063,3012
0,OTHER,advanced,,20000,0,0,1,0.8224014337,47.759562842,6.797222846,0,0,2.6684557227,3026
0,OTHER,advanced,Corporate,52706,0,1,,,25.363575118,0.5169997754,,,5.3498764878,3033
0,2NDFL,elementary,,33572,0,0,,,27.624657534,1.695890411,,,4.7169174339,3037
0,OTHER,elementary,Corporate,84194,0,1,0,0.3794802867,54.180380268,3.6639344262,0,0,8.777640542,3045
0,OTHER,advanced,Corporate,34886,0,1,,,38.931506849,0.2767123288,,,3.2739726027,3051
0,OTHER,elementary,,110000,0,0,1,1.2095654122,26.290410959,0.5609551613,0,0,6.2054794521,3053
0,OTHER,advanced,Corporate,24035,0,1,,,29.495890411,0.4027097837,,,6.895890411,3057
0,OTHER,elementary,,150000,0,0,2,0.7273521505,32.530054645,0.4453551913,0,1,7.4996631484,3064
0,OTHER,high,Corporate,44871,0,1,0,2.9865591398,29.726027397,5.2794520548,0,0,6.6712328767,3068
0,OTHER,elementary,Corporate,71274,0,1,0,0.865546595,27.912328767,5.4417770791,1,1,0.6493150685,3072
0,OTHER,beginner,Corporate,51203,0,1,1,0.4677867384,27.493150685,0.5575417322,0,0,5.000164683,3075
0,OTHER,beginner,Corporate,51203,0,1,1,0.4677867384,27.493150685,0.5575417322,0,0,5.000164683,3076
0,2NDFL,advanced,,15108,0,0,0,0.4691308244,37.716999775,0.374534022,0,0,11.344262295,3078
0,OTHER,elementary,Corporate,81885,0,1,1,0.7882616487,28.25136612,6.4690470844,0,0,7.6937046186,3091
0,OTHER,advanced,,17400,0,0,1,0.6974014337,36.733999551,7.5081967213,0,0,9.6682461262,3096
0,OTHER,advanced,,55000,0,0,1,1,44.383105023,6.5506849315,0,0,11.852054795,3105
0,OTHER,elementary,Corporate,41819,0,1,0,3.2486335125,25.787177184,0.4644808743,0,0,5.094026499,3109
0,OTHER,advanced,Corporate,38681,0,1,1,0.6983198925,35.41369863,0.5227037952,0,0,2.3397260274,3112
0,OTHER,advanced,Corporate,38681,0,1,1,0.6983198925,35.41369863,0.5227037952,0,0,2.3397260274,3114
0,OTHER,advanced,Corporate,36015,0,1,0,7.0572132616,38.076959353,0.9618908601,0,0,10.641342915,3121
0,OTHER,elementary,Corporate,207888,0,1,1,0.3077284946,29.266786436,8.6229508197,0,0,9.0613069841,3123
0,OTHER,advanced,Corporate,31895,0,1,0,,36.747301445,2.1500411707,0,0,11.494535519,3125
0,OTHER,elementary,Corporate,138245,0,0,1,4.1806675627,31.520547945,2.7506849315,1,2,10.715068493,3127
0,OTHER,advanced,Corporate,64317,0,1,,,42.334246575,0.4927913766,,,10.75890411,3129
0,OTHER,elementary,,300000,0,0,2,0.7657258065,43.852054795,13.950684932,1,1,5.5917808219,3131
0,OTHER,elementary,Corporate,50025,0,1,1,2.5411738351,25.684287746,1.6870274721,0,0,5.6486713077,3133
0,2NDFL,elementary,,42356,0,0,0,14.9609319,25.871232877,0.7164308706,1,1,2.002739726,3136
0,2NDFL,elementary,,83711,0,0,0,5.9542562724,27.706849315,0.9133318362,1,2,2.6876712329,3145
0,OTHER,elementary,,100000,0,0,1,0.2790098566,45.049943858,11.279452055,1,1,0.0328767123,3149
0,2NDFL,elementary,,,0,1,,,32.962819073,5.4904109589,,,3.7260273973,3155
0,OTHER,advanced,Corporate,21764,0,1,0,21.537051971,38.21325698,3.1666666667,0,0,11.93989071,3158
0,OTHER,advanced,Corporate,22416,0,1,0,8.7316980287,27.081750131,2.8159967063,0,0,1.6132569803,3164
0,2NDFL,elementary,,,0,1,0,0.6074148746,25.85104424,0.9167976645,0,0,5.8099483494,3173
0,OTHER,elementary,Corporate,40145,0,1,,,35.567123288,2.8410958904,,,10.109589041,3176
0,OTHER,advanced,Corporate,22974,0,1,,,44.293150685,16.030136986,,,10.810958904,3184
0,2NDFL,elementary,,96000,0,0,1,1.1760752688,36.289617486,4.5935099933,0,0,3.1085784864,3186
0,2NDFL,elementary,,32645,0,0,0,18.594153226,55.972677596,7.9043715847,1,1,8.2595628415,3193
0,OTHER,elementary,Corporate,150412,0,1,0,,30.928325473,5.9091473913,0,0,8.9639419118,3202
0,2NDFL,advanced,,23020,0,0,,,38.220375777,1.1491428999,,,9.5381839958,3213
0,OTHER,elementary,,50000,0,0,0,1.0473342294,34.665753425,0.9823564638,1,1,10.216438356,3232
0,OTHER,elementary,Corporate,128496,0,1,0,10.883870968,31.208937795,3.0472939591,0,0,9.0472939591,3238
0,OTHER,elementary,Corporate,58054,0,1,0,0.3781810036,34.485013848,7.2220001497,,,8.0519125683,3241
0,OTHER,beginner,Corporate,84505,0,1,1,1.2201164875,35.016438356,0.4240811438,0,0,10.550684932,3244
0,OTHER,elementary,,44000,0,0,0,0.9859318996,43.15890411,22.476712329,0,0,13.066419642,3246
0,OTHER,high,Corporate,14724,0,1,0,,27.707650273,1.3800134741,0,0,6.7416573097,3247
0,OTHER,elementary,Corporate,43521,0,1,0,0.3763664875,44.826229508,16.426229508,0,0,9.1221199192,3250
0,OTHER,advanced,Corporate,20880,0,1,,,45.519193053,0.4438356164,,,0.4876712329,3254
0,OTHER,advanced,,40000,0,0,1,1.9175403226,50.932704544,0.8148963246,0,0,5.2861292013,3256
0,2NDFL,elementary,Corporate,58023,0,1,,,31.695890411,0.634471143,,,8.7437607605,3259
0,2NDFL,elementary,,39128,0,0,,,35.421917808,0.6431469421,,,3.6082191781,3261
0,OTHER,elementary,Corporate,40443,0,1,0,0.4710125448,36.334209147,0.2602365447,0,1,10.416400928,3266
0,OTHER,elementary,Corporate,58881,0,1,1,1.2396505376,28.046575342,1.1135040048,1,1,7.9205479452,3269
0,OTHER,elementary,,70000,0,0,,,27.690410959,1.4000673703,,,7.6657534247,3271
0,OTHER,elementary,Corporate,48957,0,1,0,1.8952508961,38.017643536,0.4234972678,0,0,13.472438057,3273
0,OTHER,beginner,Corporate,58491,0,1,0,25.541241039,33.586061831,0.4107193652,0,0,9.6819522419,3278
0,OTHER,elementary,Corporate,41529,0,1,2,0.6605510753,31.742465753,0.4602739726,1,1,1.9150684932,3280
0,OTHER,elementary,,58000,0,0,,,36.935496669,10.923287671,,,11.805479452,3287
0,OTHER,elementary,Corporate,100049,0,1,0,1.0497983871,27.715622427,0.3169398907,0,0,6.9265813309,3308
0,OTHER,advanced,Corporate,23182,0,1,1,1.276702509,30.200074856,1.5589789655,1,1,10.090485815,3316
0,OTHER,elementary,Corporate,41945,0,1,2,0.5402553763,31.236492252,6.3515607456,0,0,4.9269032113,3322
0,OTHER,elementary,Corporate,41945,0,1,2,0.5402553763,31.236492252,6.3515607456,0,0,4.9269032113,3323
0,OTHER,elementary,Corporate,41945,0,1,2,0.5402553763,31.236492252,6.3515607456,0,0,4.9269032113,3324
0,OTHER,elementary,Corporate,48369,0,1,,,28.344262295,1.4400853357,,,8.2568306011,3330
0,OTHER,elementary,Corporate,40469,0,1,1,0.2482526882,30.77260274,3.6794520548,1,1,7.3753424658,3333
0,2NDFL,advanced,Corporate,24894,0,1,,,42.437712404,0.7966165132,,,9.5473014447,3334
0,OTHER,elementary,Corporate,88083,0,1,2,0.5755824373,32.52264391,2.9856576091,0,0,10.574698705,3342
0,OTHER,elementary,,100000,0,0,0,8.82515681,30.953424658,2.3808219178,1,1,6.1068493151,3355
0,OTHER,beginner,Corporate,106662,0,1,0,13.631832437,29.315944307,1.1734785538,,,7.9153005464,3356
0,OTHER,elementary,Corporate,277718,0,1,0,0.4739023297,30.246575342,0.4849315068,1,1,10.002739726,3360
0,2NDFL,elementary,,160230,0,0,1,1.05625,40.134246575,12.815689797,1,1,10.791780822,3372
0,OTHER,elementary,Corporate,93201,0,1,0,0.6974462366,37.60329366,7.636170372,0,0,8.3442622951,3378
0,OTHER,elementary,VIP,170779,0,1,1,1.0851926523,33.187019987,5.737704918,0,0,9.334965192,3379
0,2NDFL,elementary,,71943,0,0,0,28.572199821,47.767684707,10.962205255,0,0,2.6827532001,3384
0,2NDFL,elementary,,26100,0,0,0,,27.220750056,1.5549966315,0,0,6.607051426,3385
0,2NDFL,elementary,,95793,0,0,1,0.8276209677,37.753506999,5.1370686429,1,1,11.24939741,3389
0,OTHER,elementary,Corporate,550000,0,1,,,35.630136986,11.421917808,,,10.978082192,3393
0,2NDFL,elementary,,71627,0,0,1,0.2751120072,27.8,0.9402051052,0,1,7.7178082192,3411
0,2NDFL,beginner,,,0,1,1,0.7268369176,29.542428325,1.5616064077,0,0,9.5259899693,3413
0,2NDFL,high,,52978,0,0,,,27.065753425,0.6405120144,,,3.8410958904,3417
0,OTHER,elementary,,34982,0,0,,,29.489759713,1.5719514934,,,9.3692117673,3422
0,2NDFL,elementary,,39966,0,0,2,1.2462589606,28.584759338,3.1272250917,0,1,7.825136612,3424
0,OTHER,elementary,Corporate,50789,0,1,,,28.705906131,5.0337749832,,,8.3998952017,3428
0,OTHER,elementary,Corporate,82786,0,1,,,40.776944382,6.0931506849,,,1.4273972603,3431
0,OTHER,elementary,Corporate,57144,0,1,0,18.242988351,31.964480874,2.166112733,0,0,9.0209072535,3435
0,OTHER,elementary,Corporate,38771,0,1,,,30.256366494,3.7595628415,,,10.0043117,3438
0,OTHER,advanced,Corporate,22330,0,1,1,1.0459005376,29.000314395,0.7380193128,0,0,8.8910247773,3442
0,OTHER,elementary,Corporate,69600,0,1,0,,25.175447264,2.2657534247,0,0,5.0907478105,3443
0,OTHER,elementary,Corporate,40020,0,1,0,30.857750896,35.967123288,0.4575342466,1,1,13.307493076,3444
0,OTHER,advanced,Corporate,55000,0,1,0,28.467898746,38.061149787,4.4316939891,0,0,11.767759563,3446
0,OTHER,elementary,,65000,0,0,,,41.050250767,0.3917808219,,,10.509589041,3454
0,OTHER,advanced,,60000,0,0,0,5.0524865591,32.837547721,3.0485066247,0,0,10.519739501,3455
0,2NDFL,elementary,,50388,0,0,0,8.4371415771,29.474526536,2.6937046186,0,0,5.8663073583,3464
0,2NDFL,elementary,,20321,0,0,,,53.188958754,24.912328767,,,7.901369863,3468
0,2NDFL,elementary,,24174,0,0,0,4.1213485663,43.734246575,20.445669586,0,0,9.5808219178,3474
0,OTHER,beginner,,150000,0,0,0,6.7669578853,38.688232652,5.0471367617,0,0,13.430698406,3477
0,OTHER,elementary,,32000,0,0,0,26.210080645,37.560633281,2.5359757467,0,0,11.786885246,3479
0,OTHER,elementary,VIP,240366,0,1,,,38.56251965,4.6557377049,,,8.9899169099,3480
0,OTHER,elementary,,40000,0,0,0,13.626456093,26.304663523,1.5512388652,0,0,6.0909648926,3493
0,2NDFL,elementary,,81334,0,0,3,0.3081541219,36.713114754,2.3623624523,1,1,4.3114754098,3500
0,OTHER,elementary,Corporate,84435,0,1,,,30.876712329,0.4900591362,,,6.5123287671,3504
0,OTHER,elementary,Corporate,102715,0,0,1,-0.561536738,25.909589041,0.5780821918,1,3,5.2014746613,3505
0,OTHER,advanced,,45000,0,0,0,1.5034722222,35.328767123,1.6712328767,0,0,0.8800958156,3513
0,OTHER,elementary,Corporate,55118,0,1,,,30.848671308,2.974698705,,,7.2486338798,3524
0,OTHER,elementary,,109733,0,1,0,45.698767921,29.378643611,2.797260274,1,1,7.0383561644,3526
0,OTHER,elementary,Corporate,20458,0,1,0,50.37452957,27.739726027,1.3095890411,0,0,7.3616438356,3528
0,2NDFL,elementary,,34800,0,0,1,0.4420250896,27.200082341,2.3891234374,0,0,7.1178905607,3530
0,OTHER,elementary,,109092,0,0,,,31.463013699,5.4347555955,,,10.865753425,3534
0,OTHER,advanced,Corporate,49170,0,1,3,0.4094982079,34.684931507,2.4465753425,0,0,11.260273973,3536
0,OTHER,advanced,Corporate,49170,0,1,3,0.4094982079,34.684931507,2.4465753425,0,0,11.260273973,3537
0,2NDFL,advanced,,24030,0,0,,,50.984115578,4.131147541,,,4.7404371585,3556
0,OTHER,advanced,,60000,0,0,1,0.7935259857,50.802485216,3.3661202186,0,0,4.7175537091,3558
0,OTHER,elementary,,80000,0,0,0,7.6614471326,49.028594955,3.8961748634,0,0,3.7896174863,3559
0,OTHER,elementary,,120000,0,0,2,0.6918234767,35.898690022,1.8575941313,1,1,10.167183172,3568
0,2NDFL,elementary,,13983,0,0,0,,42.397260274,0.3614192679,,,10.526027397,3571
0,OTHER,advanced,,50000,0,0,0,0.4982526882,46.798136088,5.5543004716,0,0,1.7707388278,3574
0,2NDFL,elementary,,22753,0,0,,,37.873972603,19.778082192,,,12.320547945,3584
0,2NDFL,elementary,,55599,0,0,4,-0.946102151,32.580821918,11.460273973,1,1,8.3863013699,3585
0,2NDFL,elementary,,194945,0,0,0,0.7279345878,38.907567932,6.737704918,0,0,7.5459240961,3588
0,OTHER,elementary,Corporate,44199,0,1,,,26.257534247,0.1726027397,,,6.0438356164,3593
0,OTHER,advanced,Corporate,43751,0,1,1,0.443077957,25.304551239,1.4411632607,1,1,1.9506849315,3595
0,OTHER,elementary,Corporate,25000,0,0,,,36.454352871,6.2899693091,,,9.5173665694,3598
0,OTHER,advanced,Corporate,16252,0,1,0,15.116039427,52.894520548,1.2369863014,0,0,7.5819672131,3605
0,OTHER,elementary,Corporate,44110,0,1,0,0.7925403226,30.405479452,1.495890411,0,0,5.8876712329,3606
0,OTHER,elementary,,72000,0,0,1,0.3365143369,45.506849315,0.9678044764,0,0,0.4240886294,3608
0,OTHER,elementary,Corporate,253357,0,1,0,35.282258065,45.699184071,4.6693989071,0,0,0.5163934426,3610
0,OTHER,elementary,Corporate,34340,0,1,0,,33.446575342,4.6997679467,0,0,10.035616438,3611
0,OTHER,beginner,Corporate,95000,0,1,,,43.791780822,0.6273972603,,,11.704109589,3615
0,OTHER,elementary,Corporate,136032,0,1,0,12.666957885,38.091129576,1.9842802605,0,0,2.5733213564,3617
