;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
3709;Свободная форма с печатью работодателя;Ремонт;1.0;0.41;женский;0;0;высшее;рабочий;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3710;Поступление зарплаты на счет;Ремонт;0.0;0.57;мужской;0;0;высшее;рабочий;>250;1.0;35.0;25.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3711;Поступление зарплаты на счет;Ремонт;1.0;0.3;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0.0;7.0;44.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.021276595699999998;0.0;0.0;0.0;0.0;0.0;0.0;5.0;46.0;5.0;0.0;0.0;35.0;68.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3712;2НДФЛ;Ремонт;0.0;0.47;мужской;0;0;высшее;менеджер среднего звена;>250;0.0;11.0;35.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3713;2НДФЛ;Покупка бытовой техники;0.0;0.25;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;29.0;29.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3714;2НДФЛ;Ремонт;1.0;0.51;женский;0;0;высшее;специалист;>=150;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3715;2НДФЛ;Покупка автомобиля;1.0;0.59;женский;0;0;среднее-специальное;рабочий;>250;3.0;357.0;50.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3716;Свободная форма с печатью работодателя;Ремонт;0.0;0.51;женский;2;0;высшее;специалист;>250;0.0;142.0;46.0;Туризм;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3717;Форма банка (без печати работодателя);Ремонт;1.0;0.49;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0.0;240.0;45.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3718;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.52;мужской;1;0;высшее;специалист;>250;0.0;109.0;32.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3719;Поступление зарплаты на счет;Покупка автомобиля;0.0;0.45;мужской;1;0;высшее;рабочий;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3720;Форма банка (без печати работодателя);Ремонт;1.0;0.16;мужской;0;0;высшее;менеджер по продажам;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3721;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1.0;0.45;мужской;1;0;высшее;специалист;< 50;1.0;49.0;27.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3722;Поступление зарплаты на счет;Другое;0.0;0.29;женский;0;0;высшее;менеджер среднего звена;>250;1.0;92.0;34.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3723;2НДФЛ;Ремонт;1.0;0.36;мужской;0;0;высшее;менеджер среднего звена;>250;0.0;18.0;26.0;Торговля;ЗАО;холост / не замужем;22.0;22.0;15.0;7.0;7.0;0.11578947369999999;1.0;0.0;0.0;0.0;0.375;3.0;5.0;84.0;8.0;2.0;0.0;11.0;46.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
3724;Поступление зарплаты на счет;Ремонт;0.0;0.21;женский;1;0;высшее;менеджер среднего звена;>250;1.0;21.0;43.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3725;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0.0;0.24;мужской;1;0;высшее;менеджер высшего звена;< 50;0.0;52.0;38.0;Торговля;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333;1.0;2.0;10.0;3.0;0.0;0.0;15.0;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3726;2НДФЛ;Покупка мебели;0.0;0.45;мужской;0;0;второе высшее;специалист;>250;0.0;21.0;29.0;Государственная служба;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3727;Поступление зарплаты на счет;Ремонт;0.0;0.36;мужской;1;0;второе высшее;менеджер среднего звена;>250;0.0;54.0;34.0;Торговля;ЗАО;женат / замужем;1.0;1.0;1.0;1.0;1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3728;2НДФЛ;Покупка недвижимости/ строительство;1.0;0.49;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0.0;23.0;25.0;Торговля;ООО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;22.0;2.0;0.0;2.0;6.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3729;2НДФЛ;Ремонт;1.0;0.3;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>250;0.0;177.0;57.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3730;Поступление зарплаты на счет;Отпуск;1.0;0.55;женский;0;0;высшее;специалист;>250;1.0;85.0;29.0;Торговля;ЗАО;холост / не замужем;2.0;0.0;0.0;0.0;0.0;0.0175438596;0.0;1.0;1.0;0.0;0.44444444439999997;4.0;5.0;224.0;9.0;2.0;3.0;2.0;72.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3731;Форма банка (без печати работодателя);Ремонт;0.0;0.21;женский;0;0;высшее;менеджер среднего звена;< 50;0.0;27.0;49.0;Другое;ООО;холост / не замужем;1.0;1.0;0.0;0.0;0.0;0.0088495575;0.0;1.0;1.0;1.0;0.3636363636;4.0;7.0;224.0;11.0;2.0;1.0;1.0;97.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3732;Форма банка (без печати работодателя);Ремонт;1.0;0.41;мужской;0;0;высшее;менеджер высшего звена;< 50;0.0;77.0;52.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3733;Форма банка (без печати работодателя);Ремонт;0.0;0.49;мужской;2;0;незаконченное высшее;вспомогательный персонал;>250;0.0;12.0;40.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3734;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.59;мужской;0;0;среднее-специальное;рабочий;>250;0.0;25.0;37.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3735;Форма банка (без печати работодателя);Отпуск;1.0;0.27;мужской;0;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3736;Форма банка (без печати работодателя);Ремонт;1.0;0.2;мужской;0;0;высшее;специалист;>250;0.0;20.0;27.0;Торговля;ЗАО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;1.0;40.0;2.0;0.0;1.0;8.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3737;Поступление зарплаты на счет;Отпуск;1.0;0.29;женский;0;0;второе высшее;специалист;>250;0.0;14.0;34.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3738;2НДФЛ;Ремонт;1.0;0.48;женский;0;1;среднее-специальное;рабочий;>250;0.0;34.0;44.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3739;Форма банка (без печати работодателя);Покупка земли;1.0;0.56;мужской;0;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3740;Форма банка (без печати работодателя);Отпуск;1.0;0.18;женский;0;0;среднее-специальное;менеджер среднего звена;>250;0.0;36.0;50.0;Торговля;ЗАО;холост / не замужем;2.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.8;4.0;1.0;79.0;5.0;2.0;1.0;4.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3741;2НДФЛ;Покупка автомобиля;0.0;0.54;мужской;0;0;высшее;менеджер среднего звена;>250;1.0;13.0;26.0;Транспорт;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3742;Поступление зарплаты на счет;Ремонт;1.0;0.17;женский;1;0;высшее;специалист;>250;0.0;56.0;38.0;Другое;ОАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;1.0;2.0;0.0;64.0;2.0;0.0;0.0;8.0;83.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3743;Поступление зарплаты на счет;Обучение;0.0;0.51;женский;1;0;незаконченное высшее;менеджер высшего звена;>250;0.0;75.0;42.0;Торговля;ООО;холост / не замужем;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.5;1.0;1.0;8.0;2.0;1.0;0.0;2.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3744;2НДФЛ;Ремонт;1.0;0.51;мужской;2;0;среднее-специальное;специалист;>250;1.0;234.0;39.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3745;Форма банка (без печати работодателя);Ремонт;0.0;0.59;женский;2;0;высшее;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3746;Свободная форма с печатью работодателя;Ремонт;1.0;0.42;мужской;0;0;высшее;вспомогательный персонал;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3747;Поступление зарплаты на счет;Ремонт;0.0;0.4;женский;0;0;высшее;специалист;>250;1.0;12.0;27.0;Финансы;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3748;2НДФЛ;Покупка бытовой техники;1.0;0.35;мужской;0;0;высшее;специалист;< 50;0.0;12.0;25.0;Другое;ООО;разведен / разведена;0.0;0.0;0.0;0.0;0.0;0.037037037;0.0;0.0;0.0;0.0;0.25;1.0;3.0;26.0;4.0;1.0;0.0;13.0;26.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3749;Поступление зарплаты на счет;Покупка мебели;0.0;0.27;женский;1;0;высшее;специалист;>250;0.0;217.0;42.0;Другое;ОАО;холост / не замужем;1.0;0.0;0.0;0.0;0.0;0.0352941176;1.0;0.0;0.0;0.0;0.5;3.0;3.0;82.0;6.0;2.0;2.0;7.0;96.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3750;Форма банка (без печати работодателя);Покупка автомобиля;0.0;0.51;женский;0;0;высшее;менеджер среднего звена;>250;0.0;72.0;49.0;Торговля;ООО;разведен / разведена;0.0;0.0;0.0;0.0;0.0;0.0985915493;1.0;0.0;0.0;0.0;0.25;1.0;3.0;64.0;4.0;0.0;1.0;31.0;64.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3751;Форма банка (без печати работодателя);Покупка автомобиля;0.0;0.31;женский;0;0;высшее;менеджер среднего звена;>250;0.0;78.0;34.0;Другое;ООО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.10526315789999999;0.0;0.0;0.0;0.0;0.42857142859999997;3.0;4.0;136.0;7.0;1.0;0.0;25.0;69.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3752;Форма банка (без печати работодателя);Ремонт;1.0;0.47;мужской;2;0;высшее;менеджер среднего звена;>100;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3753;2НДФЛ;Покупка автомобиля;0.0;0.57;женский;1;0;высшее;специалист;>250;1.0;73.0;34.0;Торговля;ООО;женат / замужем;3.0;3.0;2.0;1.0;0.0;0.0375586854;0.0;0.0;0.0;0.0;0.2666666667;4.0;11.0;205.0;15.0;1.0;1.0;9.0;80.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0
3754;Поступление зарплаты на счет;Ремонт;0.0;0.16;мужской;0;0;высшее;менеджер среднего звена;>250;0.0;38.0;25.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3755;Поступление зарплаты на счет;Ремонт;1.0;0.55;женский;0;0;высшее;специалист;>250;1.0;44.0;30.0;Торговля;ООО;холост / не замужем;6.0;6.0;2.0;0.0;0.0;0.0699588477;0.0;0.0;0.0;0.0;0.4166666667;5.0;7.0;226.0;12.0;3.0;3.0;6.0;81.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3756;Форма банка (без печати работодателя);Лечение;0.0;0.39;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0.0;15.0;40.0;Другое;ОАО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0202702703;0.0;0.0;0.0;0.0;0.6666666667;4.0;2.0;145.0;6.0;3.0;1.0;6.0;84.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
3757;Поступление зарплаты на счет;Ремонт;0.0;0.5;мужской;0;0;высшее;менеджер высшего звена;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3758;2НДФЛ;Покупка недвижимости/ строительство;0.0;0.59;женский;1;0;среднее-специальное;рабочий;>250;0.0;161.0;39.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3759;Поступление зарплаты на счет;Ремонт;1.0;0.47;мужской;1;0;высшее;менеджер среднего звена;>250;0.0;9.0;51.0;Торговля;ЗАО;женат / замужем;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5.0;1.0;1.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3760;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.35;женский;0;0;высшее;специалист;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3761;Поступление зарплаты на счет;Лечение;1.0;0.17;женский;1;0;высшее;менеджер среднего звена;>=50;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3762;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1.0;0.44;мужской;1;0;высшее;менеджер среднего звена;>250;1.0;118.0;48.0;Торговля;ЗАО;женат / замужем;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;1.0;1.0;52.0;2.0;0.0;1.0;44.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3763;Форма банка (без печати работодателя);Покупка мебели;0.0;0.48;мужской;1;0;высшее;менеджер высшего звена;< 50;0.0;166.0;58.0;Другое;ООО;женат / замужем;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.0;3.0;30.0;4.0;0.0;1.0;9.0;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3765;Поступление зарплаты на счет;Ремонт;0.0;0.22;женский;1;0;высшее;менеджер среднего звена;>250;1.0;211.0;46.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3766;Форма банка (без печати работодателя);Ремонт;1.0;0.28;женский;0;0;высшее;рабочий;>250;0.0;247.0;45.0;Производство;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
3767;Форма банка (без печати работодателя);Покупка мебели;1.0;0.59;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0.0;110.0;26.0;Торговля;ООО;холост / не замужем;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;0.0;51.0;4.0;3.0;0.0;4.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3768;2НДФЛ;Ремонт;1.0;0.59;женский;0;0;высшее;вспомогательный персонал;>250;0.0;55.0;41.0;Торговля;ООО;женат / замужем;1.0;0.0;0.0;0.0;0.0;0.26373626370000003;0.0;0.0;0.0;0.0;0.6666666667;4.0;2.0;67.0;6.0;0.0;0.0;9.0;26.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0
3769;Поступление зарплаты на счет;Ремонт;0.0;0.44;женский;0;0;высшее;вспомогательный персонал;>=200;unknown;-1.0;-1.0;unknown;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;unknown;unknown;-1.0;-1.0;-1.0;-1.0;-1.0
